Order,Yr Sold,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,SalePrice,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Mo Sold,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Open Porch SF,Foundation,Bsmt Qual,Wood Deck SF,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Fireplace Qu,Garage Yr Blt,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Garage Type,Garage Finish,Has_Garage,Garage_Type_Encoded
2540,2006,20,RL,71.0,9230,Pave,146000,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,10,1Fam,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,TA,64,CBlock,TA,0,Mn,GLQ,661.0,Unf,0.0,203.0,864.0,GasA,Gd,,1977.0,1200,0,0,1200,1.0,0.0,1,1,1,1,Gd,6,Typ,Detchd,Unf,1,5
2541,2006,60,RL,,14803,Pave,190000,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,6,1Fam,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,252.0,TA,66,CBlock,TA,0,No,Rec,416.0,Unf,0.0,409.0,825.0,GasA,Gd,Gd,1971.0,1097,896,0,1993,0.0,0.0,2,1,4,1,TA,8,Typ,Attchd,RFn,1,1
2542,2006,20,RL,,10659,Pave,136500,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1,1Fam,1Story,5,6,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,319,CBlock,TA,0,No,Rec,915.0,Unf,0.0,135.0,1050.0,GasA,TA,,1961.0,1050,0,0,1050,1.0,0.0,1,0,3,1,TA,6,Typ,Attchd,Unf,1,1
2543,2006,20,RL,70.0,9100,Pave,129900,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,7,1Fam,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,0,CBlock,TA,0,No,BLQ,521.0,LwQ,174.0,169.0,864.0,GasA,TA,,1964.0,864,0,0,864,1.0,0.0,1,0,3,1,TA,5,Typ,Detchd,Unf,1,5
2544,2006,90,RL,70.0,8393,Pave,145000,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,6,Duplex,1Story,5,5,1959,2005,Gable,CompShg,MetalSd,MetalSd,BrkFace,122.0,TA,54,CBlock,TA,272,No,LwQ,528.0,Unf,0.0,1098.0,1626.0,GasA,Ex,,2005.0,1712,0,0,1712,0.0,0.0,2,0,4,2,TA,8,Typ,Attchd,Fin,1,1
2545,2006,190,RL,80.0,8800,Pave,185900,Reg,Lvl,AllPub,Inside,Gtl,NAmes,RRAn,6,2fmCon,1Story,6,7,1965,2000,Hip,CompShg,BrkFace,VinylSd,,0.0,TA,25,PConc,TA,200,Mn,ALQ,901.0,BLQ,252.0,34.0,1187.0,GasA,Ex,TA,1965.0,1565,0,0,1565,1.0,0.0,2,0,3,1,Gd,7,Min1,Attchd,RFn,1,1
2546,2006,20,RL,80.0,8800,Pave,160000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,3,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,TA,116,CBlock,TA,0,No,BLQ,553.0,Unf,0.0,698.0,1251.0,GasA,TA,Gd,1964.0,1251,0,0,1251,1.0,0.0,1,0,3,1,TA,6,Typ,Attchd,RFn,1,1
2547,2006,20,RL,,10368,Pave,167000,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,4,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,112.0,TA,60,CBlock,TA,154,No,ALQ,260.0,LwQ,748.0,0.0,1008.0,GasA,Ex,Gd,1964.0,1488,0,0,1488,1.0,0.0,1,1,3,1,TA,7,Typ,Attchd,Fin,1,1
2548,2006,60,RL,85.0,9350,Pave,157500,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,7,1Fam,2Story,5,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,32,CBlock,TA,0,No,ALQ,360.0,Unf,0.0,360.0,720.0,GasA,Gd,Po,1964.0,720,720,0,1440,0.0,0.0,1,1,4,1,TA,7,Typ,Attchd,Fin,1,1
2549,2006,190,RL,75.0,10382,Pave,140000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,3,2fmCon,SLvl,6,5,1958,1958,Hip,CompShg,HdBoard,HdBoard,BrkFace,105.0,TA,0,CBlock,TA,0,Gd,ALQ,513.0,Unf,0.0,75.0,588.0,GasA,TA,,1958.0,1095,0,0,1095,1.0,0.0,1,0,2,1,TA,6,Typ,Attchd,RFn,1,1
2550,2006,20,RL,69.0,8973,Pave,150000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,7,1Fam,1Story,5,7,1958,1991,Gable,CompShg,Plywood,Plywood,BrkFace,85.0,TA,80,CBlock,TA,0,No,Rec,567.0,BLQ,28.0,413.0,1008.0,GasA,TA,,1998.0,1053,0,0,1053,0.0,1.0,1,1,3,1,Ex,6,Typ,2Types,RFn,1,0
2551,2006,20,RL,80.0,10800,Pave,151500,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,5,1Fam,1Story,5,7,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,88.0,TA,0,CBlock,TA,0,No,ALQ,632.0,Unf,0.0,616.0,1248.0,GasA,Ex,,1960.0,1248,0,0,1248,1.0,0.0,1,0,3,1,TA,6,Typ,Attchd,Unf,1,1
2552,2006,30,RL,60.0,8550,Pave,129800,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,7,1Fam,1Story,6,8,1934,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,0,CBlock,TA,228,No,BLQ,574.0,Unf,0.0,242.0,816.0,GasA,Ex,Fa,1949.0,816,0,0,816,1.0,0.0,1,0,2,1,TA,4,Typ,Attchd,Unf,1,1
2553,2006,20,RL,,11425,Pave,137000,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,7,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,,0.0,TA,0,CBlock,TA,0,No,BLQ,486.0,Unf,0.0,522.0,1008.0,GasA,Gd,Gd,1954.0,1008,0,0,1008,0.0,0.0,1,0,2,1,TA,4,Typ,Attchd,RFn,1,1
2554,2006,20,RL,68.0,9724,Pave,137000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,5,1Fam,1Story,5,7,1947,1950,Hip,CompShg,BrkFace,BrkFace,,0.0,TA,48,CBlock,TA,125,No,Unf,0.0,Unf,0.0,938.0,938.0,GasA,Ex,Gd,1947.0,1043,0,0,1043,0.0,0.0,1,0,2,1,TA,5,Typ,Detchd,Unf,1,5
2555,2006,50,RL,51.0,4712,Pave,121600,IR1,Lvl,AllPub,Inside,Mod,BrkSide,Feedr,8,1Fam,1.5Fin,4,7,1946,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,57,CBlock,TA,0,No,ALQ,384.0,Unf,0.0,363.0,747.0,GasA,TA,,1946.0,774,456,0,1230,1.0,0.0,1,1,3,1,TA,5,Typ,Detchd,Unf,1,5
2556,2006,30,RL,51.0,5900,Pave,85500,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,8,1Fam,1Story,4,7,1923,1958,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,0,PConc,Gd,0,No,Unf,0.0,Unf,0.0,440.0,440.0,GasA,TA,,,869,0,0,869,0.0,0.0,1,0,2,1,Fa,4,Typ,NoGarage,,0,6
2557,2006,30,RL,52.0,5825,Pave,79900,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,6,1Fam,1Story,4,5,1926,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,108.0,TA,0,PConc,Fa,0,Mn,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Gd,,1953.0,747,0,0,747,0.0,0.0,1,0,1,1,TA,5,Typ,Detchd,Unf,1,5
2558,2006,50,RL,92.0,7438,Pave,127000,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,6,1Fam,1.5Fin,5,8,1908,1991,Gable,CompShg,AsbShng,Plywood,,0.0,TA,0,PConc,Fa,104,No,Unf,0.0,Unf,0.0,504.0,504.0,GasA,Gd,,1986.0,936,316,0,1252,0.0,0.0,1,0,3,1,TA,5,Typ,Attchd,Unf,1,1
2559,2006,20,RL,80.0,9600,Pave,161000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,6,1Fam,1Story,5,6,1961,1990,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,0,CBlock,TA,144,Mn,BLQ,915.0,Unf,0.0,336.0,1251.0,GasA,TA,Gd,1961.0,1433,0,0,1433,1.0,0.0,1,0,3,1,TA,7,Min1,Attchd,Unf,1,1
2560,2006,20,RL,89.0,10858,Pave,146500,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,7,1Fam,1Story,5,6,1952,1952,Gable,CompShg,Wd Sdng,Plywood,Stone,150.0,TA,40,CBlock,TA,0,Mn,LwQ,40.0,Unf,0.0,1404.0,1444.0,GasA,Ex,Gd,1952.0,1624,0,0,1624,1.0,0.0,1,0,2,1,TA,6,Min1,Attchd,RFn,1,1
2561,2006,20,RL,80.0,9600,Pave,135000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,5,1Fam,1Story,5,5,1951,1951,Gable,CompShg,HdBoard,HdBoard,Stone,144.0,TA,0,CBlock,TA,0,No,ALQ,996.0,Unf,0.0,60.0,1056.0,GasA,Ex,,1951.0,1216,0,0,1216,1.0,0.0,1,0,3,1,TA,7,Typ,Attchd,RFn,1,1
2562,2006,20,RL,89.0,10680,Pave,137900,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,10,1Fam,1Story,5,3,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44.0,TA,30,CBlock,TA,0,No,LwQ,756.0,Unf,0.0,1380.0,2136.0,GasA,TA,,1951.0,2136,0,0,2136,0.0,0.0,2,0,4,1,TA,7,Mod,Detchd,Unf,1,5
2563,2006,50,RL,79.0,9490,Pave,133000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,8,1Fam,1.5Fin,6,7,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,0,CBlock,TA,0,No,BLQ,403.0,Rec,165.0,238.0,806.0,GasA,TA,TA,1941.0,958,620,0,1578,1.0,0.0,1,0,3,1,Fa,5,Typ,Attchd,Unf,1,1
2564,2006,60,RL,79.0,9462,Pave,137000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,7,1Fam,2Story,5,6,1949,1973,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,60,CBlock,TA,245,No,Unf,0.0,Unf,0.0,704.0,704.0,GasA,Gd,Gd,1949.0,1024,704,0,1728,0.0,0.0,1,1,3,1,TA,7,Min1,Attchd,Unf,1,1
2565,2006,20,RL,82.0,9888,Pave,121000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,3,1Fam,1Story,5,6,1954,1975,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,0,CBlock,TA,0,No,BLQ,486.0,Unf,0.0,450.0,936.0,GasA,TA,,1954.0,936,0,0,936,0.0,0.0,1,0,2,1,TA,5,Typ,Attchd,Unf,1,1
2566,2006,90,RL,,8917,Pave,119000,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,10,Duplex,1Story,5,5,1967,1967,Gable,CompShg,Plywood,Plywood,,0.0,TA,0,CBlock,TA,0,No,Unf,0.0,Unf,0.0,1584.0,1584.0,GasA,TA,,1967.0,1584,0,0,1584,0.0,0.0,2,0,4,2,TA,8,Typ,Detchd,Unf,1,5
2567,2006,80,RL,,12700,Pave,172000,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,11,1Fam,SLvl,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,69,CBlock,TA,0,No,ALQ,939.0,Unf,0.0,307.0,1246.0,GasA,TA,Gd,1964.0,1246,0,0,1246,1.0,0.0,1,0,3,1,TA,6,Typ,Attchd,RFn,1,1
2568,2006,20,RL,85.0,8500,Pave,98600,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,12,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,TA,0,CBlock,TA,0,No,Rec,600.0,Unf,0.0,635.0,1235.0,GasA,TA,,1961.0,1235,0,0,1235,0.0,0.0,1,0,2,1,TA,6,Typ,Attchd,Unf,1,1
2569,2006,60,RL,88.0,14200,Pave,226000,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,5,1Fam,2Story,7,6,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,309.0,TA,66,CBlock,TA,105,No,Rec,445.0,Unf,0.0,479.0,924.0,GasA,Ex,Gd,1966.0,1216,941,0,2157,0.0,0.0,2,1,4,1,Gd,8,Typ,Attchd,Fin,1,1
2570,2006,20,RL,75.0,9000,Pave,118000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,6,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,0,CBlock,TA,0,No,LwQ,812.0,Unf,0.0,124.0,936.0,GasA,TA,,1954.0,1128,0,0,1128,0.0,0.0,1,0,2,1,TA,5,Min1,Attchd,Unf,1,1
2571,2006,75,RL,174.0,25419,Pave,235000,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,3,1Fam,2Story,8,4,1918,1990,Gable,CompShg,Stucco,Stucco,,0.0,Gd,16,PConc,TA,0,No,GLQ,1036.0,LwQ,184.0,140.0,1360.0,GasA,Gd,Ex,1918.0,1360,1360,392,3112,1.0,1.0,2,0,4,1,Gd,8,Typ,Detchd,Unf,1,5
2572,2006,20,RL,109.0,9723,Pave,135000,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,10,1Fam,1Story,6,7,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,332.0,TA,0,CBlock,TA,0,No,Unf,0.0,Unf,0.0,1008.0,1008.0,GasA,TA,,1963.0,1008,0,0,1008,0.0,0.0,1,0,2,1,TA,5,Typ,Attchd,RFn,1,1
2573,2006,90,RL,70.0,7728,Pave,132500,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,5,Duplex,SLvl,5,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,TA,18,CBlock,TA,0,Av,ALQ,803.0,Unf,0.0,303.0,1106.0,GasA,TA,,1962.0,1190,0,0,1190,1.0,0.0,1,0,3,1,TA,6,Typ,Attchd,Unf,1,1
2574,2006,80,RL,70.0,8163,Pave,143000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,3,1Fam,SLvl,5,6,1959,1959,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,TA,0,CBlock,TA,86,Av,ALQ,748.0,BLQ,294.0,102.0,1144.0,GasA,TA,TA,1959.0,1144,0,0,1144,1.0,0.0,1,0,3,1,TA,6,Typ,Attchd,RFn,1,1
2575,2006,20,RL,70.0,8400,Pave,132000,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,3,1Fam,1Story,5,5,1957,1957,Gable,CompShg,BrkFace,BrkFace,,0.0,TA,60,CBlock,Fa,0,Mn,BLQ,623.0,Unf,0.0,556.0,1179.0,GasA,Gd,Gd,1957.0,1364,0,0,1364,0.0,0.0,1,1,3,1,TA,6,Typ,Attchd,RFn,1,1
2576,2006,20,RL,80.0,11600,Pave,145250,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,4,1Fam,1Story,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,175.0,TA,45,CBlock,TA,0,No,Rec,565.0,Unf,0.0,818.0,1383.0,GasA,TA,,1960.0,1383,0,0,1383,0.0,0.0,1,1,3,1,TA,7,Typ,Attchd,RFn,1,1
2577,2006,20,RL,,9610,Pave,162000,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,12,1Fam,1Story,6,6,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,632.0,TA,0,CBlock,TA,80,No,Rec,203.0,Unf,0.0,918.0,1121.0,GasA,Ex,TA,1958.0,1336,0,0,1336,0.0,0.0,1,1,3,1,TA,7,Typ,Attchd,RFn,1,1
2578,2006,80,RL,125.0,10000,Pave,148000,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,2,1Fam,SLvl,5,6,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,272.0,TA,0,CBlock,TA,191,Av,BLQ,678.0,Rec,281.0,99.0,1058.0,GasA,Ex,TA,1956.0,1370,0,0,1370,1.0,0.0,1,0,3,1,TA,6,Typ,Basment,RFn,1,2
2579,2006,20,RL,69.0,14850,Pave,141000,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,5,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,0,CBlock,TA,268,No,Rec,895.0,Unf,0.0,197.0,1092.0,GasA,TA,TA,1957.0,1092,0,0,1092,1.0,0.0,1,0,2,1,TA,6,Typ,Attchd,Fin,1,1
2580,2006,20,RL,72.0,10152,Pave,153000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,5,1Fam,1Story,6,6,1956,1994,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,211,CBlock,TA,0,Av,BLQ,914.0,Unf,0.0,210.0,1124.0,GasA,Ex,TA,1956.0,1124,0,0,1124,1.0,0.0,1,0,3,1,TA,6,Typ,Attchd,Fin,1,1
2581,2006,20,RL,72.0,10011,Pave,134450,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,5,1Fam,1Story,5,6,1957,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,64.0,TA,0,CBlock,TA,0,No,BLQ,360.0,Unf,0.0,710.0,1070.0,GasA,TA,Fa,1957.0,1236,0,0,1236,0.0,1.0,1,0,2,1,Gd,6,Min1,Attchd,Unf,1,1
2582,2006,90,RL,,7032,Pave,135960,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,12,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,0,CBlock,Gd,42,Gd,GLQ,943.0,Unf,0.0,0.0,943.0,GasA,TA,TA,1979.0,943,0,0,943,1.0,0.0,1,0,2,1,TA,4,Typ,Detchd,Unf,1,5
2583,2006,20,RL,70.0,8092,Pave,156000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,6,1Fam,1Story,6,8,1954,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,TA,0,CBlock,TA,0,No,ALQ,824.0,Unf,0.0,226.0,1050.0,GasA,Ex,,1954.0,1050,0,0,1050,1.0,0.0,1,0,3,1,Gd,6,Typ,Attchd,RFn,1,1
2584,2006,20,RL,75.0,11310,Pave,140000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,6,1Fam,1Story,6,5,1954,1954,Hip,CompShg,Wd Sdng,BrkFace,,0.0,TA,30,CBlock,TA,0,No,Unf,0.0,Unf,0.0,1367.0,1367.0,GasA,Ex,TA,1954.0,1375,0,0,1375,0.0,0.0,1,0,2,1,TA,5,Typ,Attchd,Unf,1,1
2585,2006,20,RL,66.0,12778,Pave,139500,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1,1Fam,1Story,5,6,1952,2003,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,154,CBlock,TA,0,No,GLQ,658.0,Unf,0.0,350.0,1008.0,GasA,Ex,,1952.0,1008,0,0,1008,1.0,0.0,1,0,2,1,TA,4,Typ,Attchd,RFn,1,1
2586,2006,20,RL,75.0,10170,Pave,155000,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,6,1Fam,1Story,6,6,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,522.0,TA,0,CBlock,TA,0,No,Unf,0.0,Unf,0.0,216.0,216.0,GasA,TA,Gd,1951.0,1575,0,0,1575,0.0,0.0,1,1,2,1,Gd,5,Typ,Attchd,Unf,1,1
2587,2006,80,RL,55.0,7700,Pave,127000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,9,1Fam,SLvl,5,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,0,CBlock,Gd,0,No,BLQ,271.0,Unf,0.0,30.0,301.0,GasA,Ex,,1993.0,1145,0,0,1145,0.0,0.0,1,0,3,1,TA,6,Min2,Detchd,Unf,1,5
2588,2006,20,RL,65.0,11050,Pave,133500,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,7,1Fam,1Story,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,0,CBlock,TA,0,No,LwQ,488.0,Unf,0.0,517.0,1005.0,GasA,Ex,TA,1956.0,1005,0,0,1005,0.0,0.0,1,0,2,1,TA,6,Typ,Attchd,Unf,1,1
2589,2006,20,RL,80.0,13600,Pave,125000,Reg,Bnk,AllPub,Inside,Gtl,NAmes,Norm,11,1Fam,1Story,5,6,1955,1955,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,0,CBlock,TA,0,No,Rec,144.0,BLQ,912.0,0.0,1056.0,GasA,Gd,,1955.0,1056,0,0,1056,1.0,0.0,1,1,3,1,TA,6,Typ,Attchd,Fin,1,1
2590,2006,20,RL,85.0,15428,Pave,142000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,6,1Fam,1Story,5,6,1951,1991,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,0,CBlock,TA,0,No,Rec,741.0,Unf,0.0,143.0,884.0,GasA,Ex,,1951.0,884,0,0,884,1.0,0.0,1,0,2,1,TA,4,Typ,Attchd,Fin,1,1
2591,2006,30,RL,118.0,21299,Pave,167000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,12,1Fam,1Story,7,5,1941,1963,Hip,WdShake,BrkFace,BrkFace,,0.0,Gd,0,CBlock,TA,0,No,Unf,0.0,Unf,0.0,929.0,929.0,GasA,Ex,Gd,1941.0,2039,0,0,2039,1.0,0.0,1,1,3,1,TA,7,Min1,2Types,Unf,1,0
2592,2006,20,RL,70.0,13300,Pave,159000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,6,1Fam,1Story,5,5,1956,2001,Hip,CompShg,Wd Sdng,VinylSd,,0.0,TA,0,CBlock,TA,75,No,Rec,494.0,Unf,0.0,521.0,1015.0,GasA,Gd,,2001.0,1384,0,0,1384,1.0,0.0,1,0,2,1,TA,6,Min1,Attchd,Unf,1,1
2593,2006,190,RL,94.0,22136,Pave,180000,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,7,2fmCon,1.5Fin,5,5,1925,1975,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,48,CBlock,TA,631,Mn,GLQ,1018.0,Unf,0.0,1153.0,2171.0,GasA,TA,Gd,1977.0,1392,1248,0,2640,2.0,0.0,2,1,5,1,TA,10,Maj1,Attchd,RFn,1,1
2594,2006,50,RL,50.0,7500,Pave,127000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,10,1Fam,1.5Fin,6,6,1947,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,28,CBlock,TA,0,No,Unf,0.0,Unf,0.0,784.0,784.0,GasA,Ex,,1953.0,900,412,0,1312,0.0,0.0,1,1,3,1,TA,6,Typ,Detchd,Unf,1,5
2595,2006,50,RL,50.0,7000,Pave,112000,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,5,1Fam,1.5Fin,6,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,0,BrkTil,Fa,0,No,LwQ,617.0,Unf,0.0,0.0,617.0,GasA,Gd,,1924.0,865,445,0,1310,0.0,0.0,2,0,2,1,TA,6,Min1,Attchd,Unf,1,1
2596,2006,30,RL,60.0,10410,Pave,99800,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,10,1Fam,1Story,3,8,1930,2001,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,75,PConc,TA,0,No,Unf,0.0,Unf,0.0,713.0,713.0,GasA,Ex,,1936.0,713,0,0,713,0.0,0.0,1,0,2,1,Gd,5,Typ,Detchd,Unf,1,5
2597,2006,20,RL,90.0,5400,Pave,117000,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,8,1Fam,1Story,5,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,0,CBlock,TA,0,No,Rec,415.0,Unf,0.0,418.0,833.0,GasA,Ex,,1955.0,833,0,0,833,0.0,0.0,1,0,2,1,Gd,4,Typ,Detchd,Unf,1,5
2598,2006,30,RL,60.0,5400,Pave,108480,Reg,Lvl,AllPub,Corner,Sev,OldTown,Norm,12,1Fam,1Story,5,6,1921,1968,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,0,BrkTil,TA,0,No,Unf,0.0,Unf,0.0,1073.0,1073.0,GasA,Ex,,1968.0,1073,0,0,1073,0.0,0.0,1,0,2,1,TA,4,Typ,Detchd,Unf,1,5
2599,2006,30,RL,60.0,10914,Pave,68000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,8,1Fam,1Story,3,3,1929,1950,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,0,CBlock,TA,0,Mn,Unf,0.0,Unf,0.0,715.0,715.0,GasA,Fa,,1967.0,715,0,0,715,0.0,0.0,1,0,2,1,TA,4,Typ,Detchd,Unf,1,5
2600,2006,50,RL,60.0,7008,Pave,86900,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,3,1Fam,1.5Fin,4,8,1900,1998,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,0,BrkTil,Fa,0,No,Unf,0.0,Unf,0.0,448.0,448.0,GasA,Ex,,1900.0,448,272,0,720,0.0,0.0,1,0,1,1,Fa,5,Typ,Attchd,Unf,1,1
2601,2006,30,RL,60.0,10800,Pave,120000,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,6,1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,,0.0,TA,0,BrkTil,TA,229,No,Rec,821.0,Unf,0.0,299.0,1120.0,GasA,Ex,Gd,1970.0,1130,0,0,1130,1.0,0.0,1,0,2,1,TA,5,Typ,Detchd,Unf,1,5
2602,2006,70,RL,60.0,7200,Pave,155500,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,4,1Fam,2Story,6,8,1915,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,0,CBlock,TA,49,No,Rec,338.0,Unf,0.0,325.0,663.0,GasA,Ex,Gd,1974.0,774,821,0,1595,0.0,0.0,2,0,3,1,TA,7,Typ,Detchd,Unf,1,5
