Order,Yr Sold,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,SalePrice,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Mo Sold,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Open Porch SF,Foundation,Bsmt Qual,Wood Deck SF,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Fireplace Qu,Garage Yr Blt,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Garage Type,Garage Finish
2455,2006,60,RL,75,12447,Pave,252000,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,1,1Fam,2Story,8,5,2005,2006,Gable,CompShg,CemntBd,CmentBd,Stone,192,Gd,70,PConc,Gd,200,No,Unf,0,Unf,0,1100,1100,GasA,Ex,Gd,2005,1116,848,0,1964,0,0,2,1,3,1,Gd,8,Typ,BuiltIn,Fin
2456,2006,20,RL,49,15218,Pave,336820,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,9,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,,Gd,240,PConc,Ex,0,No,GLQ,1562,Unf,0,108,1670,GasA,Ex,Gd,2006,1670,0,0,1670,1,0,2,1,2,1,Gd,6,Typ,Attchd,RFn
2457,2006,20,RL,49,20896,Pave,423000,IR2,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,1,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,267,PConc,Ex,192,Mn,GLQ,1721,Unf,0,356,2077,GasA,Ex,Ex,2005,2097,0,0,2097,1,0,1,1,1,1,Ex,8,Typ,Attchd,Fin
2458,2006,20,RL,85,10182,Pave,290000,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRNn,5,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,420,Gd,50,PConc,Ex,322,Mn,GLQ,1220,Unf,0,440,1660,GasA,Ex,Gd,2006,1660,0,0,1660,1,0,2,0,3,1,Gd,8,Typ,Attchd,RFn
2459,2006,20,RL,73,8688,Pave,232000,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,4,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,228,Gd,59,PConc,Gd,208,Av,Unf,0,Unf,0,1616,1616,GasA,Ex,NA,2005,1616,0,0,1616,0,0,2,0,3,1,Gd,7,Typ,Attchd,RFn
2460,2006,20,RL,85,10936,Pave,199000,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,9,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,60,Gd,0,PConc,Gd,144,No,Unf,0,Unf,0,1504,1504,GasA,Ex,NA,2006,1504,0,0,1504,0,0,2,0,3,1,Gd,7,Typ,Attchd,Fin
2461,2006,20,FV,72,8640,Pave,198600,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,10,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,60,PConc,Gd,0,No,GLQ,24,Unf,0,1254,1278,GasA,Ex,NA,2006,1278,0,0,1278,0,0,2,0,2,1,Gd,5,Typ,Attchd,RFn
2462,2006,60,FV,100,13162,Pave,405749,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,11,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,265,PConc,Ex,0,No,GLQ,1836,Unf,0,200,2036,GasA,Ex,Gd,2006,2036,604,0,2640,1,0,3,1,3,1,Ex,11,Typ,Attchd,RFn
2463,2006,20,FV,81,11216,Pave,232600,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,6,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,140,PConc,Gd,0,No,Unf,0,Unf,0,1489,1489,GasA,Ex,Gd,2006,1489,0,0,1489,0,0,2,0,3,1,Gd,7,Typ,Attchd,RFn
2464,2006,60,FV,84,10728,Pave,266000,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,8,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,51,PConc,Gd,192,Mn,Unf,0,Unf,0,1095,1095,GasA,Gd,Gd,2006,1095,844,0,1939,0,0,2,1,3,1,Gd,8,Typ,Attchd,RFn
2465,2006,60,FV,65,8125,Pave,186500,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,3,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,45,PConc,Gd,0,No,Unf,0,Unf,0,756,756,GasA,Ex,NA,2005,756,797,0,1553,0,0,2,1,3,1,Gd,6,Typ,Attchd,RFn
2466,2006,60,FV,65,8125,Pave,200825,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,2,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,53,PConc,Gd,0,No,Unf,0,Unf,0,858,858,GasA,Ex,NA,2005,858,858,0,1716,0,0,2,1,3,1,Gd,7,Typ,Attchd,RFn
2467,2006,60,FV,65,8125,Pave,197000,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,8,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,50,PConc,Gd,0,No,Unf,0,Unf,0,770,770,GasA,Ex,NA,2006,778,798,0,1576,0,0,2,1,3,1,Gd,6,Typ,Attchd,RFn
2468,2006,20,FV,60,7200,Pave,185000,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,5,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,68,Gd,120,PConc,Gd,0,No,GLQ,905,Unf,0,357,1262,GasA,Gd,NA,2006,1262,0,0,1262,0,0,2,0,2,1,Gd,5,Typ,Attchd,Fin
2469,2006,20,FV,62,7500,Pave,176000,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,4,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,144,PConc,Gd,38,No,Unf,0,Unf,0,1257,1257,GasA,Ex,TA,2005,1266,0,0,1266,0,0,2,0,3,1,Gd,6,Typ,Attchd,Unf
2470,2006,20,FV,60,7200,Pave,187750,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,8,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,121,PConc,Gd,216,No,Unf,0,Unf,0,1293,1293,GasA,Ex,Gd,2006,1301,0,0,1301,1,0,2,0,2,1,Gd,5,Typ,Attchd,RFn
2471,2006,20,RL,74,7733,Pave,139500,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,TA,50,PConc,TA,4,Mn,GLQ,24,Unf,0,1118,1142,GasA,Ex,NA,,1142,0,0,1142,0,0,1,1,3,1,Gd,5,Typ,NA,NA
2472,2006,20,RL,91,11024,Pave,186800,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,10,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,118,Gd,55,PConc,Gd,144,Av,Unf,0,Unf,0,1400,1400,GasA,Ex,NA,2005,1400,0,0,1400,0,0,2,0,3,1,Gd,6,Typ,Attchd,RFn
2473,2006,20,RL,63,13072,Pave,132000,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,3,1Fam,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,TA,39,PConc,Gd,0,No,Unf,0,Unf,0,1131,1131,GasA,Ex,NA,,1131,0,0,1131,0,0,1,1,3,1,Gd,6,Typ,NA,NA
2474,2006,20,RL,63,13072,Pave,142500,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,3,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,0,PConc,Gd,0,No,Unf,0,Unf,0,1141,1141,GasA,Ex,NA,2005,1141,0,0,1141,0,0,1,1,3,1,TA,6,Typ,Detchd,Unf
2475,2006,20,RL,63,13072,Pave,158000,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,5,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,TA,50,PConc,Gd,0,No,ALQ,941,Unf,0,217,1158,GasA,Ex,NA,2006,1158,0,0,1158,1,0,1,1,3,1,Gd,5,Typ,Detchd,Unf
2476,2006,60,RL,65,7800,Pave,184000,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,4,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,172,Gd,101,PConc,Gd,144,No,Unf,0,Unf,0,891,891,GasA,Ex,NA,2005,891,795,0,1686,0,0,2,1,3,1,Gd,8,Typ,Attchd,Fin
2477,2006,60,RL,74,7632,Pave,184900,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,3,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,96,Gd,77,PConc,Gd,100,No,Unf,0,Unf,0,784,784,GasA,Ex,NA,2005,831,754,0,1585,0,0,2,1,3,1,Gd,7,Typ,Attchd,RFn
2478,2006,60,RL,70,8304,Pave,187000,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,7,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0,TA,165,PConc,Gd,150,No,Unf,0,Unf,0,941,941,GasA,Ex,NA,1997,941,896,0,1837,0,0,2,1,3,1,TA,7,Typ,Attchd,RFn
2479,2006,60,RL,65,7153,Pave,175900,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,7,1Fam,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,124,PConc,Gd,0,No,ALQ,387,Unf,0,374,761,GasA,Ex,NA,1992,810,793,0,1603,0,0,2,1,3,1,Gd,7,Typ,Attchd,RFn
2480,2006,60,RL,70,9370,Pave,248500,IR2,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,10,1Fam,2Story,6,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,85,PConc,Gd,307,No,ALQ,758,Unf,0,78,836,GasA,Ex,NA,1992,844,887,0,1731,1,0,2,1,3,1,Gd,7,Typ,Attchd,RFn
2481,2006,120,RL,50,7175,Pave,172000,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,7,TwnhsE,1Story,6,5,1990,1991,Gable,CompShg,Plywood,Plywood,None,0,Gd,46,PConc,Gd,0,No,GLQ,904,Unf,0,494,1398,GasA,Gd,NA,1990,1398,0,0,1398,1,0,2,0,2,1,Gd,5,Typ,Attchd,RFn
2482,2006,120,RL,50,7175,Pave,151000,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,6,TwnhsE,1Story,6,5,1991,1991,Gable,CompShg,Plywood,Plywood,None,0,Gd,64,PConc,Gd,0,No,GLQ,278,Unf,0,939,1217,GasA,Gd,NA,1991,1217,0,0,1217,0,0,2,0,2,1,Gd,5,Typ,Attchd,RFn
2483,2006,60,RL,,9019,Pave,150000,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,7,1Fam,2Story,6,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0,TA,40,PConc,Gd,0,No,ALQ,274,Unf,0,362,636,GasA,Ex,NA,1994,636,684,0,1320,0,0,2,1,3,1,Gd,6,Typ,Attchd,Fin
2484,2006,20,RH,,8900,Pave,107000,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,11,1Fam,1Story,4,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0,TA,42,CBlock,TA,0,No,Rec,1056,Unf,0,0,1056,GasA,TA,NA,1966,1056,0,0,1056,1,0,1,0,2,1,TA,5,Typ,Detchd,Unf
2485,2006,20,RH,60,7800,Pave,119900,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,7,1Fam,1Story,5,5,1965,1965,Gable,CompShg,VinylSd,VinylSd,None,0,TA,0,CBlock,TA,421,No,BLQ,641,Unf,0,187,828,GasA,Gd,NA,1979,965,0,0,965,1,0,1,0,3,1,TA,6,Typ,Detchd,Unf
2486,2006,20,RL,70,9100,Pave,129500,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,7,1Fam,1Story,5,4,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,51,TA,0,CBlock,TA,0,No,LwQ,36,Unf,0,952,988,GasA,Ex,NA,1977,988,0,0,988,1,0,1,0,3,1,TA,6,Typ,Detchd,Unf
2487,2006,90,RM,70,9100,Pave,125000,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,11,Duplex,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,336,TA,0,CBlock,TA,0,No,Rec,1332,Unf,0,396,1728,GasA,TA,NA,1963,1728,0,0,1728,1,0,2,0,6,2,TA,10,Typ,Detchd,Unf
2488,2006,90,RM,68,8927,Pave,119500,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,8,Duplex,1.5Fin,6,6,1977,1977,Gable,CompShg,VinylSd,VinylSd,None,0,TA,0,CBlock,NA,0,NA,NA,0,NA,0,0,0,GasA,TA,NA,1977,1286,368,0,1654,0,0,2,0,4,2,TA,10,Typ,Attchd,RFn
2489,2006,20,RL,,9240,Pave,144000,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,3,1Fam,1Story,5,6,1962,2002,Hip,CompShg,HdBoard,HdBoard,None,0,TA,0,CBlock,TA,161,No,BLQ,612,Unf,0,252,864,GasA,Gd,TA,1972,1211,0,0,1211,0,0,1,0,2,1,TA,6,Min1,Detchd,Unf
2490,2006,80,RL,88,8471,Pave,151000,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,7,1Fam,SLvl,6,7,1977,1995,Gable,CompShg,HdBoard,Plywood,BrkFace,46,TA,12,CBlock,Gd,292,Av,ALQ,506,Unf,0,0,506,GasA,TA,TA,1978,1212,0,0,1212,1,0,1,0,3,1,TA,6,Typ,Attchd,Unf
2491,2006,20,RL,,9308,Pave,126000,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,7,1Fam,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0,TA,0,CBlock,TA,0,No,Rec,554,Unf,0,430,984,GasA,TA,NA,1965,984,0,0,984,0,0,1,0,3,1,TA,5,Typ,Attchd,Unf
2492,2006,20,RL,65,8450,Pave,116000,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,11,1Fam,1Story,5,6,1968,1968,Gable,CompShg,Plywood,Plywood,BrkFace,90,TA,155,CBlock,TA,0,No,BLQ,162,Rec,270,450,882,GasA,TA,NA,1968,909,0,0,909,0,0,1,0,3,1,TA,5,Typ,Attchd,Unf
2493,2006,20,RL,,8638,Pave,133500,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,10,1Fam,1Story,5,6,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0,TA,74,PConc,TA,203,No,ALQ,181,Unf,0,744,925,GasA,Gd,NA,1990,925,0,0,925,1,0,1,0,2,1,TA,5,Typ,Detchd,Unf
2494,2006,20,RL,,13052,Pave,120875,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,1,1Fam,1Story,5,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0,TA,0,CBlock,TA,0,No,Rec,712,Unf,0,312,1024,GasA,TA,NA,1965,1024,0,0,1024,0,0,1,1,3,1,TA,5,Typ,Attchd,Unf
2495,2006,20,RL,,13526,Pave,137000,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,11,1Fam,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114,TA,0,CBlock,TA,180,No,BLQ,560,LwQ,375,0,935,GasA,TA,NA,1965,935,0,0,935,1,0,1,0,3,1,TA,5,Typ,Attchd,Unf
2496,2006,20,RL,,8020,Pave,124000,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,4,1Fam,1Story,5,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0,TA,0,CBlock,TA,0,No,ALQ,644,Unf,0,268,912,GasA,TA,NA,,912,0,0,912,0,0,1,0,3,1,TA,6,Typ,NA,NA
2497,2006,20,RL,65,6993,Pave,135000,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,6,1Fam,1Story,5,7,1961,1994,Gable,CompShg,HdBoard,Plywood,None,0,TA,0,CBlock,TA,0,No,BLQ,465,Unf,0,447,912,GasA,TA,TA,1961,1236,0,0,1236,0,0,1,0,3,1,TA,6,Typ,Attchd,Unf
2498,2006,20,RL,,8789,Pave,129200,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,6,1Fam,1Story,5,6,1967,1967,Gable,CompShg,VinylSd,VinylSd,None,0,TA,0,CBlock,TA,64,Mn,Rec,659,Unf,0,253,912,GasA,TA,Po,1967,941,0,0,941,0,0,1,0,3,1,TA,6,Typ,Attchd,Unf
2499,2006,80,RL,100,14330,Pave,260000,IR1,Low,AllPub,Corner,Gtl,Veenker,Norm,1,1Fam,SLvl,7,4,1974,1974,Gable,CompShg,WdShing,Wd Sdng,BrkFace,145,Gd,100,CBlock,Gd,641,Gd,ALQ,1023,BLQ,497,228,1748,GasA,Gd,TA,1974,2151,495,0,2646,1,2,2,0,3,1,Gd,9,Mod,Attchd,RFn
2500,2006,60,RL,121,16059,Pave,260000,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,4,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284,Gd,82,CBlock,Gd,127,No,Unf,0,Unf,0,1288,1288,GasA,Ex,TA,1991,1301,1116,0,2417,0,0,2,1,4,1,Gd,9,Typ,Attchd,Unf
2501,2006,60,RL,105,11025,Pave,334000,Reg,HLS,AllPub,Inside,Mod,NoRidge,Norm,10,1Fam,2Story,8,5,1992,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,692,Gd,208,PConc,Ex,177,Gd,GLQ,1118,Unf,0,216,1334,GasA,Ex,TA,1992,1520,1306,0,2826,1,0,2,1,3,1,Gd,9,Typ,Attchd,RFn
2502,2006,60,RL,,14541,Pave,310000,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,11,1Fam,2Story,8,7,1993,1993,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,55,PConc,Gd,209,No,GLQ,1012,Unf,0,326,1338,GasA,Ex,TA,1993,1352,1168,0,2520,1,0,2,1,5,1,Gd,10,Typ,Attchd,RFn
2503,2006,60,RL,,13346,Pave,268000,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,7,1Fam,2Story,7,5,1992,2000,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,40,PConc,Gd,0,No,GLQ,728,Unf,0,367,1095,GasA,Ex,TA,1992,1166,1129,0,2295,1,0,2,1,4,1,Gd,9,Typ,Attchd,RFn
2504,2006,20,RL,89,12461,Pave,262000,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,7,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,None,0,Gd,114,PConc,Gd,0,No,GLQ,1456,Unf,0,168,1624,GasA,Ex,Fa,1994,1624,0,0,1624,1,0,2,0,2,1,Gd,5,Typ,Attchd,RFn
2505,2006,120,FV,34,3628,Pave,176400,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,5,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,191,PConc,Gd,0,No,Unf,0,Unf,0,1143,1143,GasA,Ex,Gd,2004,1143,0,0,1143,0,0,1,1,1,1,Gd,5,Typ,Attchd,RFn
2506,2006,120,FV,37,3316,Pave,197000,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,4,TwnhsE,1Story,8,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,84,PConc,Gd,0,No,GLQ,1039,Unf,0,208,1247,GasA,Ex,Gd,2005,1247,0,0,1247,1,0,1,1,1,1,Gd,4,Typ,Attchd,Fin
2507,2006,160,FV,30,3180,Pave,151000,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,6,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0,TA,166,PConc,Gd,0,No,Unf,0,Unf,0,600,600,GasA,Ex,NA,2005,520,600,80,1200,0,0,2,1,2,1,Gd,4,Typ,Detchd,RFn
2508,2006,160,FV,24,2544,Pave,147400,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,7,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,166,PConc,Gd,0,No,Unf,0,Unf,0,600,600,GasA,Ex,NA,2005,520,623,80,1223,0,0,2,1,2,1,Gd,4,Typ,Detchd,RFn
2509,2006,160,FV,24,2544,Pave,149900,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,7,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,166,PConc,Gd,0,No,Unf,0,Unf,0,600,600,GasA,Ex,NA,2005,520,623,80,1223,0,0,2,1,2,1,Gd,4,Typ,Detchd,RFn
2510,2006,160,FV,30,3180,Pave,144152,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,4,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,166,PConc,Gd,0,No,Unf,0,Unf,0,600,600,GasA,Ex,NA,2005,520,600,80,1200,0,0,2,1,2,1,Gd,4,Typ,Detchd,RFn
2511,2006,160,FV,,2998,Pave,166000,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,6,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513,Gd,32,PConc,Gd,0,No,GLQ,353,Unf,0,403,756,GasA,Ex,NA,2000,768,756,0,1524,0,0,2,1,2,1,Gd,4,Typ,Detchd,Unf
2512,2006,160,FV,35,3735,Pave,183900,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,3,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218,Gd,34,PConc,Gd,0,No,GLQ,450,Unf,0,241,691,GasA,Ex,NA,1999,713,739,0,1452,1,0,2,1,3,1,Gd,6,Typ,Detchd,Unf
2513,2006,160,FV,,2651,Pave,165000,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,4,Twnhs,2Story,7,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,50,PConc,Gd,153,No,GLQ,641,Unf,0,32,673,GasA,Ex,NA,2000,673,709,0,1382,1,0,2,1,3,1,Gd,6,Typ,Detchd,Unf
2514,2006,160,FV,,4447,Pave,139000,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,7,TwnhsE,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,50,PConc,Gd,0,No,Unf,0,Unf,0,530,530,GasA,Ex,NA,2003,530,550,0,1080,0,0,2,1,2,1,Gd,4,Typ,Attchd,RFn
2515,2006,60,FV,114,8314,Pave,200000,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,11,1Fam,2Story,7,5,1997,1998,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,382,PConc,Gd,0,No,Unf,0,Unf,0,569,569,GasA,Ex,TA,1997,854,840,0,1694,0,0,2,1,3,1,Gd,6,Typ,BuiltIn,Unf
2516,2006,20,FV,60,7180,Pave,221000,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,9,1Fam,1Story,8,5,2001,2002,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,266,PConc,Gd,0,No,Unf,0,Unf,0,1568,1568,GasA,Ex,TA,2001,1568,0,0,1568,0,0,2,0,3,1,Gd,6,Typ,Attchd,RFn
2517,2006,120,RL,30,9549,Pave,270000,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,4,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,None,0,Gd,30,PConc,Gd,0,Av,LwQ,437,GLQ,1057,0,1494,GasA,Ex,Gd,1995,1494,0,0,1494,1,0,1,1,2,1,Ex,6,Typ,Attchd,Fin
2518,2006,20,RL,,11250,Pave,165000,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,6,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0,Gd,42,CBlock,Gd,198,No,ALQ,767,Unf,0,441,1208,GasA,TA,TA,1977,1208,0,0,1208,1,0,1,1,3,1,TA,6,Typ,Attchd,RFn
2519,2006,120,RL,,3760,Pave,214000,IR1,Lvl,AllPub,CulDSac,Gtl,Greens,Norm,5,Twnhs,1Story,8,5,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,78,CBlock,Gd,133,Gd,GLQ,1009,LwQ,182,44,1235,GasA,Gd,TA,1980,1235,0,0,1235,1,0,1,0,1,1,TA,4,Typ,Attchd,Fin
2520,2006,120,RL,36,3640,Pave,188000,IR1,Lvl,AllPub,CulDSac,Gtl,Greens,Norm,9,Twnhs,1Story,8,5,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,108,CBlock,Gd,133,Gd,GLQ,860,Unf,0,176,1036,GasA,TA,TA,1980,1036,0,0,1036,1,0,1,0,1,1,Gd,4,Typ,Detchd,Fin
2521,2006,120,RL,40,3874,Pave,190000,IR1,Lvl,AllPub,Inside,Gtl,Greens,Norm,7,TwnhsE,1Story,8,5,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,78,CBlock,Gd,133,Gd,GLQ,807,Unf,0,419,1226,GasA,TA,Fa,1980,1226,0,0,1226,1,0,1,0,1,1,Gd,4,Typ,Attchd,Fin
2522,2006,120,RL,40,3876,Pave,170000,IR1,Lvl,AllPub,Inside,Gtl,Greens,Norm,7,Twnhs,1Story,8,5,1978,1978,Gable,CompShg,Wd Sdng,Plywood,None,0,Gd,60,CBlock,Gd,133,Gd,GLQ,652,Rec,526,48,1226,GasA,TA,TA,1978,1226,0,0,1226,1,0,1,0,1,1,Gd,4,Typ,Attchd,Fin
2523,2006,20,RL,68,50271,Pave,385000,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,11,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0,Gd,72,CBlock,Ex,857,Gd,GLQ,1810,Unf,0,32,1842,GasA,Gd,Gd,1981,1842,0,0,1842,2,0,0,1,0,1,Gd,5,Typ,Attchd,Fin
2524,2006,190,RL,79,13110,Pave,146500,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,RRAn,7,2fmCon,1Story,5,6,1972,1972,Gable,CompShg,Plywood,Plywood,BrkFace,144,TA,153,CBlock,Gd,140,No,GLQ,962,Unf,0,191,1153,GasA,Ex,NA,1972,1193,0,0,1193,1,0,2,0,2,1,TA,6,Typ,Attchd,Fin
